track_name,genre,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
I Cover The Waterfront - Art Tatum,jazz,0.993,0.491,0.126,0.916,7,0.127,-22.607,1,0.0371,108.924,0.349
They Say It's Wonderful - John Coltrane Quartet,jazz,0.994,0.49,0.091,0.71,6,0.1,-17.217,1,0.0412,71.263,0.0688
The World We Knew (Over And Over) - Frank Sinatra,jazz,0.755,0.337,0.419,3.43e-05,10,0.156,-12.212,0,0.0297,92.815,0.492
Someone To Watch Over Me - Ella Fitzgerald,jazz,0.99,0.354,0.0851,4.49e-06,7,0.123,-13.738,1,0.0345,97.684,0.197
Summertime - Louis Armstrong,jazz,0.916,0.175,0.0695,0.00199,6,0.137,-21.295,0,0.0345,167.004,0.0998
Dream A Little Dream Of Me - Ella Fitzgerald,jazz,0.916,0.491,0.154,0.0,0,0.163,-13.706,1,0.0839,95.261,0.36
Cheek To Cheek - Ella Fitzgerald,jazz,0.573,0.655,0.31,0.0,0,0.119,-13.4,1,0.0866,121.999,0.665
Can't We Be Friends? - Ella Fitzgerald,jazz,0.509,0.672,0.291,0.0,0,0.0932,-13.163,0,0.0626,111.248,0.573
Blue Skies - Ella Fitzgerald,jazz,0.837,0.611,0.285,0.0,0,0.102,-10.225,1,0.0682,79.463,0.604
Autumn In New York - Ella Fitzgerald,jazz,0.955,0.425,0.0469,0.0,7,0.137,-18.612,0,0.0354,135.335,0.154
They Can't Take That Away From Me - Ella Fitzgerald,jazz,0.592,0.555,0.185,0.0,3,0.105,-15.313,1,0.0822,104.723,0.38
The Nearness Of You - Ella Fitzgerald,jazz,0.829,0.401,0.118,0.0,6,0.109,-18.167,1,0.0648,81.815,0.218
September In The Rain - Dinah Washington,jazz,0.346,0.401,0.213,1.05e-05,1,0.0596,-13.124,1,0.0545,110.611,0.678
Come Rain or Come Shine - Ray Charles,jazz,0.767,0.357,0.216,4.31e-06,3,0.531,-12.833,1,0.0343,119.57,0.283
Unforgettable - Nat King Cole,jazz,0.92,0.349,0.182,0.0152,5,0.143,-13.507,1,0.031,136.094,0.178
Misty - Sarah Vaughan,jazz,0.973,0.205,0.204,0.00246,5,0.368,-14.444,1,0.0352,185.316,0.136
Lover Man - Billie Holiday,jazz,0.923,0.366,0.136,0.0,9,0.103,-12.42,0,0.0432,63.438,0.254
Teach Me Tonight - Dinah Washington,jazz,0.805,0.558,0.231,0.0,5,0.142,-11.436,0,0.0812,73.103,0.403
If I Had You - Etta Jones,jazz,0.961,0.52,0.0206,0.000435,2,0.0981,-22.868,0,0.0486,118.424,0.109
Smile - Mono / 1954 Version / Remastered 1992 - Nat King Cole,jazz,0.791,0.206,0.148,1.3e-06,8,0.0785,-19.178,1,0.0324,81.652,0.14
More - Remastered 2004 - Bobby Darin,jazz,0.481,0.498,0.484,0.0,5,0.243,-8.74,0,0.0315,152.498,0.691
Autumn Leaves - 1999 Remastered - Frank Sinatra,jazz,0.868,0.216,0.105,4.84e-05,2,0.181,-17.766,0,0.0319,81.422,0.0774
Every Time We Say Goodbye - Remastered - Betty Carter,jazz,0.673,0.213,0.217,0.0,8,0.0942,-10.916,1,0.0303,171.28,0.135
Tenderly (Remastered 2014) - Sarah Vaughan,jazz,0.958,0.298,0.185,1e-06,7,0.125,-13.178,0,0.0357,135.412,0.0608
Love Is Here To Stay - Remastered 1998 - Frank Sinatra,jazz,0.676,0.547,0.208,0.0,9,0.0999,-13.458,1,0.0334,108.996,0.424
Let's Do It (Let's Fall In Love) - Ella Fitzgerald,jazz,0.661,0.357,0.247,0.0,5,0.0904,-11.376,1,0.0296,79.075,0.385
Till There Was You - Remastered 1995 - Peggy Lee,jazz,0.858,0.674,0.195,5.4e-05,0,0.324,-19.334,1,0.0341,100.101,0.594
(Love Is) The Tender Trap - Frank Sinatra,jazz,0.717,0.546,0.398,0.0,5,0.22,-5.769,1,0.0396,120.92,0.482
I've Got The World On A String - Frank Sinatra,jazz,0.756,0.603,0.44,0.0,2,0.728,-5.191,1,0.0489,123.146,0.525
Young At Heart - Frank Sinatra,jazz,0.781,0.347,0.309,0.0,8,0.381,-8.718,1,0.0317,126.007,0.414
You Make Me Feel So Young - Frank Sinatra,jazz,0.674,0.555,0.391,0.0,9,0.303,-7.286,1,0.0382,124.677,0.518
I've Got You Under My Skin - Frank Sinatra,jazz,0.535,0.575,0.423,0.0,1,0.102,-6.189,1,0.0347,127.349,0.618
Witchcraft - Frank Sinatra,jazz,0.608,0.499,0.35,0.0,0,0.109,-7.002,1,0.0335,116.103,0.38
You're Nobody 'Til Somebody Loves You - Remastered/1997 - Dean Martin,jazz,0.776,0.503,0.182,0.0,0,0.178,-16.651,0,0.0323,63.684,0.652
Can I Call You Rose? - Thee Sacred Souls,jazz,0.719,0.302,0.4,0.000621,0,0.172,-8.212,0,0.0364,180.852,0.421
Easier Said Than Done - Thee Sacred Souls,jazz,0.668,0.547,0.399,2.81e-06,10,0.132,-9.808,1,0.0246,84.127,0.563
Cry to Me - Solomon Burke,jazz,0.623,0.733,0.624,0.0,4,0.407,-9.849,1,0.0374,114.586,0.912
Wives And Lovers - Jack Jones,jazz,0.449,0.354,0.472,0.0,5,0.28,-13.215,0,0.0464,96.026,0.541
Lady Love - Thee Sacred Souls,jazz,0.541,0.528,0.469,0.0,8,0.135,-7.714,1,0.0247,164.178,0.767
Overflowing - Thee Sacred Souls,jazz,0.801,0.313,0.59,0.000358,6,0.352,-7.389,1,0.0341,184.13,0.455
Trade of Hearts - Thee Sacred Souls,jazz,0.669,0.508,0.395,1.2e-05,9,0.173,-9.151,1,0.0268,152.901,0.531
Weak for Your Love - Thee Sacred Souls,jazz,0.146,0.744,0.422,0.00145,11,0.0779,-9.2,0,0.033,127.726,0.562
Future Lover - Thee Sacred Souls,jazz,0.088,0.607,0.468,0.000155,11,0.0909,-7.587,1,0.0271,147.57,0.806
Sorrow For Tomorrow - Thee Sacred Souls,jazz,0.561,0.657,0.62,5.27e-06,11,0.115,-6.173,0,0.0247,85.677,0.843
For Now - Thee Sacred Souls,jazz,0.905,0.578,0.227,0.000102,1,0.14,-12.93,1,0.033,145.285,0.284
Once You Know (Then You'll Know) - Thee Sacred Souls,jazz,0.318,0.275,0.509,0.0,0,0.315,-6.394,0,0.0335,194.84,0.675
Happy and Well - Thee Sacred Souls,jazz,0.843,0.541,0.254,7.63e-05,11,0.103,-12.163,0,0.025,85.683,0.434
Love Comes Easy - Thee Sacred Souls,jazz,0.353,0.472,0.58,9.03e-05,5,0.102,-6.522,0,0.0252,85.841,0.756
Will I See You Again? - Thee Sacred Souls,jazz,0.405,0.515,0.451,1.12e-06,9,0.111,-8.047,0,0.0309,169.931,0.661
Running Away - Thee Sacred Souls,jazz,0.309,0.546,0.646,0.000207,2,0.274,-6.735,1,0.0394,139.08,0.792
These Foolish Things (Remind Me Of You) - Ella Fitzgerald,jazz,0.981,0.449,0.0426,0.0,8,0.117,-18.589,1,0.0441,119.857,0.167
In A Sentimental Mood - Duke Ellington & John Coltrane,jazz,0.936,0.464,0.305,0.0848,3,0.208,-12.435,0,0.0316,107.854,0.281
Blue in Green - Miles Davis,jazz,0.793,0.437,0.0277,0.000986,2,0.106,-22.653,0,0.0382,114.184,0.165
So What (with Miles Davis) - John Coltrane,jazz,0.657,0.548,0.236,0.000467,0,0.115,-13.831,1,0.0346,136.722,0.235
The Boss - James Brown,jazz,0.579,0.736,0.354,0.0103,1,0.0757,-14.709,1,0.0475,97.924,0.62
A Kiss To Build A Dream On - Single Version - Louis Armstrong,jazz,0.779,0.722,0.0811,0.0,0,0.509,-14.113,1,0.0631,88.044,0.36
Till There Was You - Etta Jones,jazz,0.972,0.484,0.0631,0.000292,7,0.143,-16.494,1,0.0353,136.482,0.243
Trust In Me - Etta James,jazz,0.776,0.486,0.377,0.0,10,0.39,-6.777,0,0.0309,64.033,0.5
Black Coffee - Sarah Vaughan,jazz,0.973,0.38,0.155,1.7e-05,1,0.0977,-11.977,1,0.0311,94.23,0.127
It Had to Be You - Ray Charles,jazz,0.823,0.505,0.17,2.87e-05,3,0.0619,-12.848,1,0.0325,82.888,0.305
As Time Goes By - Billie Holiday,jazz,0.988,0.591,0.0252,1.23e-05,4,0.0995,-15.214,0,0.0465,69.382,0.347
The Very Thought Of You - Nat King Cole,jazz,0.799,0.159,0.269,4.12e-06,0,0.164,-11.761,1,0.0319,79.416,0.151
In The Wee Small Hours Of The Morning - Remastered 1998 - Frank Sinatra,jazz,0.855,0.292,0.0873,0.000845,0,0.109,-16.121,1,0.0353,118.258,0.0739
I'll Look Around - Billie Holiday,jazz,0.98,0.438,0.0865,5.74e-05,0,0.103,-16.593,1,0.0334,69.804,0.315
All Of You - Billie Holiday,jazz,0.722,0.387,0.362,0.0,1,0.0947,-11.045,1,0.042,142.563,0.395
When I Fall In Love - Nat King Cole,jazz,0.676,0.19,0.215,0.00134,1,0.112,-15.413,1,0.0339,81.538,0.115
(I Love You) For Sentimental Reasons - Nat King Cole,jazz,0.977,0.325,0.0418,0.0141,1,0.117,-24.757,1,0.0363,65.888,0.242
'Tis Autumn - Nat King Cole Trio,jazz,0.966,0.403,0.0728,7.04e-05,7,0.106,-20.622,0,0.0603,178.645,0.152
But Not For Me - Ella Fitzgerald,jazz,0.92,0.177,0.216,0.00449,8,0.102,-16.559,1,0.036,80.141,0.162
I Get A Kick Out Of You - Ella Fitzgerald,jazz,0.877,0.466,0.0456,0.0,8,0.129,-20.84,1,0.0416,130.752,0.366
April In Paris - Ella Fitzgerald,jazz,0.967,0.372,0.0542,1.53e-05,8,0.0738,-18.745,1,0.0438,72.929,0.171
Moonglow - Billie Holiday,jazz,0.769,0.645,0.261,0.000356,9,0.0717,-10.665,0,0.206,116.995,0.471
The Way You Look Tonight - Tony Bennett,jazz,0.946,0.421,0.0533,0.000437,0,0.131,-22.052,1,0.0405,111.996,0.111
Days Of Wine And Roses - Frank Sinatra,jazz,0.656,0.66,0.26,0.0,5,0.185,-13.853,0,0.0341,124.893,0.63
Blues Cliché - Kai Gluska,jazz,0.796,0.423,0.457,0.0935,0,0.146,-11.288,0,0.0321,141.816,0.36
I Want a Little Sugar In My Bowl - Nina Simone,jazz,0.895,0.626,0.312,2.94e-06,6,0.181,-9.246,1,0.0332,98.708,0.298
Stompin At The Savoy - Benny Goodman,jazz,0.836,0.525,0.222,0.0799,10,0.051,-11.065,0,0.0373,156.364,0.645
I Could Write A Book - Anita O'Day,jazz,0.685,0.494,0.302,0.0,2,0.281,-10.51,0,0.0711,148.197,0.785
Look For The Silver Lining - Chet Baker,jazz,0.942,0.646,0.193,0.00333,2,0.12,-15.631,1,0.0375,80.397,0.434
"Bewitched, Bothered, And Bewildered - Ella Fitzgerald",jazz,0.971,0.344,0.108,0.0,5,0.0961,-16.631,1,0.0475,61.188,0.263
My Romance - Ella Fitzgerald,jazz,0.878,0.184,0.292,0.000258,7,0.346,-12.246,1,0.0312,75.63,0.143
All The Things You Are - Ella Fitzgerald,jazz,0.938,0.45,0.154,4.37e-06,1,0.16,-14.485,1,0.0373,110.666,0.243
Nevertheless (I'm In Love With You) - 1958 version - The Mills Brothers,jazz,0.974,0.559,0.0508,0.0,0,0.0849,-21.273,1,0.0368,79.236,0.23
Blue Moon - Dean Martin,jazz,0.979,0.416,0.0465,2.54e-05,0,0.0978,-15.565,1,0.0397,134.045,0.236
Give Me The Simple Life - Lorez Alexandria,jazz,0.879,0.716,0.133,0.0,0,0.0966,-15.846,1,0.0421,62.14,0.551
'Tis Autumn - 1993 Digital Remaster - Nat King Cole Trio,jazz,0.966,0.402,0.0728,7.04e-05,7,0.106,-20.622,0,0.0594,180.082,0.152
Autumn Leaves - Remastered 1987 - Nat King Cole,jazz,0.939,0.147,0.348,0.000516,2,0.384,-10.12,0,0.0346,78.613,0.0963
Dream a Little Dream of Me (with Paul Weston & His Music From Hollywood) - Doris Day,jazz,0.921,0.386,0.125,6.42e-06,0,0.0919,-17.695,1,0.0394,147.721,0.254
Stars Fell On Alabama - Ella Fitzgerald,jazz,0.895,0.42,0.0823,0.0,5,0.144,-15.932,1,0.0385,64.976,0.17
Autumn In New York - Billie Holiday,jazz,0.958,0.587,0.098,7e-06,10,0.114,-15.196,0,0.0607,71.523,0.288
Stardust - Nat King Cole,jazz,0.676,0.262,0.324,0.000278,7,0.211,-13.158,1,0.0337,109.141,0.212
Did I Remember - Catherine Russell,jazz,0.904,0.677,0.264,0.00601,8,0.0825,-9.111,1,0.0357,120.974,0.438
Love Is Here To Stay - Ella Fitzgerald,jazz,0.846,0.562,0.159,0.0,7,0.329,-13.208,1,0.046,102.599,0.466
Let's Do It (Let's Fall In Love) - Louis Armstrong,jazz,0.783,0.439,0.153,0.0,0,0.289,-17.529,0,0.115,57.285,0.317
"Gee, Baby, Ain't I Good To You? - Ella Fitzgerald",jazz,0.817,0.664,0.207,0.0,8,0.123,-13.325,1,0.0525,85.423,0.514
I'm Puttin' All My Eggs In One Basket - Ella Fitzgerald,jazz,0.789,0.475,0.327,0.0,0,0.282,-12.78,0,0.186,83.111,0.608
I've Got My Love To Keep Me Warm - Ella Fitzgerald,jazz,0.774,0.523,0.427,0.0,0,0.448,-11.556,1,0.0766,110.577,0.784
Take Five - The Dave Brubeck Quartet,jazz,0.539,0.454,0.26,0.00078,8,0.0675,-13.193,0,0.0401,174.322,0.598
Moanin' - Art Blakey & The Jazz Messengers,jazz,0.804,0.612,0.493,0.266,5,0.202,-8.589,0,0.0467,126.358,0.484
I Say a Little Prayer - Aretha Franklin,jazz,0.478,0.592,0.355,0.0,9,0.0585,-14.051,1,0.0352,133.032,0.499
Me & Mr Jones - Amy Winehouse,jazz,0.537,0.59,0.803,0.0,4,0.105,-2.518,1,0.085,87.851,0.477
But Not for Me - Sarah Vaughan,jazz,0.99,0.224,0.133,0.00241,8,0.342,-15.086,1,0.0366,82.742,0.102
I Put A Spell On You - Nina Simone,jazz,0.755,0.428,0.398,0.000537,6,0.172,-9.13,0,0.0295,88.886,0.365
Feeling Good - Nina Simone,jazz,0.863,0.451,0.326,0.0,7,0.192,-9.239,0,0.0372,81.726,0.55
Moonlight Serenade - Ella Fitzgerald,jazz,0.963,0.2,0.154,0.000687,2,0.104,-15.898,0,0.0397,67.782,0.0823
You Are Too Beautiful - John Coltrane,jazz,0.861,0.52,0.077,0.385,10,0.0892,-21.464,1,0.0393,131.697,0.276
Fool That I Am - Etta James,jazz,0.899,0.413,0.0754,3.09e-06,1,0.39,-17.178,1,0.0359,102.313,0.214
Change Partners - Antônio Carlos Jobim,jazz,0.7,0.454,0.319,0.00196,7,0.32,-14.334,1,0.0337,132.336,0.308
Moon River - Louis Armstrong,jazz,0.877,0.448,0.12,0.0135,0,0.1,-14.089,1,0.0355,86.407,0.261
I've Heard That Song Before - Harry James,jazz,0.713,0.585,0.363,8.06e-06,5,0.0914,-7.3,1,0.029,125.586,0.679
Let There Be Love - Nat King Cole,jazz,0.853,0.676,0.19,0.000472,0,0.085,-16.696,1,0.0482,120.093,0.233
Manhattan - Blossom Dearie,jazz,0.952,0.413,0.0342,0.000314,8,0.127,-26.111,1,0.0402,102.662,0.177
Isn't This A Lovely Day? - Ella Fitzgerald,jazz,0.773,0.432,0.074,0.0,0,0.0807,-16.709,1,0.0478,81.608,0.189
Moonlight In Vermont - Ella Fitzgerald,jazz,0.939,0.416,0.0396,1.85e-06,0,0.082,-20.208,1,0.0451,99.783,0.128
A Foggy Day - Ella Fitzgerald,jazz,0.699,0.525,0.208,0.0,0,0.123,-15.041,1,0.0788,112.143,0.383
Tenderly - Ella Fitzgerald,jazz,0.842,0.563,0.102,1.47e-06,0,0.152,-16.13,0,0.0496,97.794,0.262
One for My Baby (And One More for the Road) - Tony Bennett,jazz,0.82,0.573,0.324,0.0,9,0.0618,-10.999,0,0.039,100.416,0.434
It's Easy To Remember - John Coltrane Quartet,jazz,0.925,0.497,0.125,0.00577,5,0.129,-11.461,0,0.0346,69.159,0.215
The Touch Of Your Lips - Chet Baker,jazz,0.871,0.383,0.0594,0.000131,9,0.122,-17.529,0,0.035,109.213,0.0639
Emotions - Brenda Lee,jazz,0.742,0.466,0.416,5.04e-06,5,0.249,-8.249,1,0.026,98.78,0.516
A Fine Romance - Ella Fitzgerald,jazz,0.548,0.465,0.638,0.0,7,0.0867,-5.833,0,0.16,175.283,0.689
"Hold On, I'm Comin' - Sam & Dave",jazz,0.196,0.803,0.338,0.038,6,0.097,-14.029,1,0.0349,106.841,0.912
Nice 'n' Easy - Remastered 1999 - Frank Sinatra,jazz,0.773,0.536,0.148,0.0,0,0.101,-14.903,1,0.031,109.292,0.509
Night And Day - Remastered 1998 - Frank Sinatra,jazz,0.321,0.544,0.236,0.0,10,0.114,-13.193,1,0.0397,122.804,0.403
Blue Moon - Julie London,jazz,0.956,0.554,0.0434,0.000447,11,0.106,-18.581,0,0.0432,91.432,0.238
Somethin' Stupid - Frank Sinatra,jazz,0.736,0.257,0.338,0.0,4,0.252,-12.902,1,0.0357,207.356,0.544
At Last - Etta James,jazz,0.547,0.274,0.348,0.0133,5,0.334,-8.631,1,0.0293,87.43,0.328
nyc in 1940 - berlioz,jazz,0.337,0.838,0.482,0.89,9,0.0859,-13.931,0,0.121,116.998,0.585
joycelyn's dance - berlioz,jazz,0.721,0.753,0.503,0.901,2,0.124,-13.571,0,0.0488,113.995,0.381
Lover Man (Oh Where Can He Be?) - Etta James,jazz,0.822,0.428,0.372,1.35e-06,10,0.0836,-7.281,1,0.0312,85.326,0.323
Orange Colored Sky - Nat King Cole,jazz,0.846,0.541,0.322,0.0,10,0.103,-11.49,1,0.0913,128.581,0.496
"Just the Two of Us (feat. Bill Withers) - Grover Washington, Jr.",jazz,0.41,0.749,0.497,0.0499,10,0.0504,-12.609,0,0.105,95.818,0.585
This Will Be (An Everlasting Love) - Natalie Cole,jazz,0.228,0.685,0.623,0.00234,8,0.0295,-11.146,1,0.042,126.739,0.896
"What a Difference a Day Makes (from the Netflix Limited Series ""Black Rabbit"") - RAYE",jazz,0.543,0.439,0.398,1.12e-05,0,0.15,-7.152,1,0.0471,185.226,0.315
Strangers In The Night - Frank Sinatra,jazz,0.592,0.259,0.473,0.0,5,0.201,-8.275,1,0.0295,90.348,0.539
The Way You Look Tonight - Frank Sinatra,jazz,0.798,0.622,0.24,0.0,5,0.142,-14.067,0,0.0363,132.234,0.587
Fly Me To The Moon (In Other Words) - Frank Sinatra,jazz,0.453,0.668,0.26,0.0,7,0.0621,-14.256,1,0.0523,119.416,0.368
Summer Wind - Frank Sinatra,jazz,0.369,0.437,0.363,0.0,5,0.178,-9.187,0,0.0283,87.333,0.52
On The Street Where You Live - Remastered 1998 - Dean Martin,jazz,0.768,0.64,0.154,0.0,6,0.0551,-14.05,0,0.042,126.045,0.481
You Make Me Feel So Young - Remastered 1998 - Frank Sinatra,jazz,0.378,0.577,0.307,0.0,9,0.18,-11.556,1,0.0428,125.165,0.575
Summer Wind - Frank Sinatra,jazz,0.344,0.485,0.384,0.0,8,0.0814,-11.183,1,0.0314,99.325,0.454
Hit the Road Jack - Ray Charles,jazz,0.704,0.598,0.571,0.0,8,0.513,-12.616,0,0.139,173.141,0.962
I've Got a Woman - Ray Charles,jazz,0.833,0.556,0.61,2.22e-06,9,0.258,-4.729,1,0.213,199.373,0.665
I Believe to My Soul - Ray Charles,jazz,0.91,0.578,0.156,1.47e-06,3,0.114,-14.07,0,0.0348,143.431,0.36
Mary Jane vs Graeme Blevins. - Live at the Royal Albert Hall - RAYE,jazz,0.81,0.522,0.276,0.532,7,0.794,-15.513,0,0.0432,108.216,0.507
Spooky - Dusty Springfield,jazz,0.5,0.752,0.445,0.0,4,0.0912,-12.725,0,0.0338,106.283,0.964
Break It To Me Gently - Brenda Lee,jazz,0.588,0.539,0.26,0.0,0,0.134,-10.414,0,0.0268,92.032,0.492
Ain't No Mountain High Enough - Marvin Gaye,jazz,0.43,0.663,0.6,0.0,7,0.184,-10.87,1,0.032,129.987,0.797
Lovey Dovey Kinda Lovin' - Brenton Wood,jazz,0.407,0.833,0.625,0.000109,10,0.0929,-6.866,0,0.0438,107.659,0.953
I 'll Play the Blues for You - Melvin Taylor,blues,0.786,0.654,0.316,0.0563,0,0.131,-18.692,0,0.041,94.485,0.697
Smokestack Lightnin' - Howlin' Wolf,blues,0.844,0.661,0.342,0.000128,9,0.26,-16.361,0,0.043,146.118,0.588
Mannish Boy - Muddy Waters,blues,0.44,0.598,0.735,0.000215,2,0.681,-10.882,1,0.0973,111.129,0.615
Dust My Broom - Elmore James,blues,0.0115,0.507,0.66,0.336,2,0.322,-4.957,1,0.0306,100.783,0.696
Born Under A Bad Sign - Mono Mix - Albert King,blues,0.434,0.711,0.483,0.012,11,0.0284,-11.211,1,0.0298,91.652,0.884
Spoonful - Howlin' Wolf,blues,0.669,0.821,0.376,1.39e-05,0,0.106,-13.622,1,0.0487,119.039,0.824
Everyday I Have the Blues - B.B. King,blues,0.619,0.639,0.325,0.0,1,0.108,-8.684,1,0.0348,111.74,0.51
Crosscut Saw - Albert King,blues,0.089,0.84,0.601,0.551,8,0.0333,-8.706,1,0.0431,122.496,0.969
I'm A Man - Bo Diddley,blues,0.333,0.513,0.546,0.0,0,0.17,-15.672,1,0.0391,85.527,0.834
Bad To The Bone - George Thorogood & The Destroyers,blues,0.00614,0.459,0.727,0.0652,0,0.384,-11.777,1,0.0303,149.231,0.955
Take Me Down - Gary Clark Jr.,blues,0.205,0.404,0.398,0.0125,7,0.0917,-9.907,1,0.0289,75.867,0.251
"Blue On Black (feat. Kenny Wayne Shepherd, Brantley Gilbert & Brian May) - Five Finger Death Punch",blues,0.0018,0.45,0.872,1.61e-05,7,0.0833,-4.91,1,0.0353,156.059,0.396
Summertime - Janis Joplin,blues,0.0334,0.387,0.481,0.00148,7,0.679,-11.055,1,0.0633,166.19,0.502
The Thrill Is Gone - B.B. King,blues,0.344,0.547,0.46,0.442,11,0.0983,-8.759,0,0.0256,90.768,0.543
My Sidepiece (1895 Jazz Remix) - 1895,blues,0.324,0.473,0.8,0.455,3,0.256,-6.468,1,0.0403,82.047,0.645
Hate To See You Go - The Rolling Stones,blues,0.399,0.418,0.828,0.669,7,0.146,-5.173,1,0.122,184.436,0.376
Hear My Train a Comin' - Jimi Hendrix,blues,0.146,0.371,0.634,0.011,10,0.104,-7.648,0,0.0277,84.977,0.568
Misty Blue - Dorothy Moore,blues,0.658,0.394,0.243,0.00603,3,0.085,-14.664,1,0.0302,173.365,0.504
Feels Like Rain (feat. Bonnie Raitt) - Buddy Guy,blues,0.44,0.572,0.348,0.000721,0,0.235,-13.454,1,0.0294,73.304,0.34
Stay Around A Little Longer (feat. B.B. King) - Buddy Guy,blues,0.672,0.347,0.466,0.085,10,0.122,-6.613,1,0.0309,179.903,0.321
Jesus Make Up My Dying Bed - Blind Willie Johnson,blues,0.982,0.632,0.275,0.000176,3,0.105,-14.193,1,0.0784,119.78,0.462
Need Your Love So Bad - USA Version - Fleetwood Mac,blues,0.203,0.403,0.3,0.0,9,0.102,-12.664,1,0.0289,146.568,0.299
Since I Fell for You - Nina Simone,blues,0.826,0.376,0.207,2.68e-06,4,0.124,-11.719,1,0.03,102.674,0.18
She Caught the Katy and Left Me a Mule to Ride - Taj Mahal,blues,0.75,0.572,0.407,3.7e-05,3,0.0792,-11.61,1,0.0563,207.425,0.895
My Babe - Little Walter,blues,0.862,0.676,0.334,0.0,5,0.32,-10.572,1,0.0508,158.0,0.867
"Still Got The Blues - Live from the Blues Alive Tour, U.K./1993 - Gary Moore",blues,0.0414,0.225,0.379,0.0149,9,0.95,-11.593,0,0.0312,155.276,0.171
Last Night - Little Walter,blues,0.358,0.458,0.443,0.0,6,0.232,-10.422,0,0.0862,69.028,0.45
"That's All Right - Arthur ""Big Boy"" Crudup",blues,0.824,0.574,0.58,1.21e-06,5,0.464,-10.408,1,0.088,106.496,0.816
Take Out Some Insurance - Jimmy Reed,blues,0.799,0.83,0.299,1.84e-05,2,0.108,-11.59,1,0.04,109.886,0.439
"Whiskey, Beer & Wine - Buddy Guy",blues,0.349,0.683,0.767,0.0423,10,0.103,-5.787,1,0.0268,93.954,0.646
Blue Jean Blues - The Jeff Healey Band,blues,0.114,0.465,0.454,0.0138,9,0.0836,-8.505,0,0.0437,126.888,0.499
Part of Me - Tedeschi Trucks Band,blues,0.434,0.679,0.608,1.33e-05,7,0.0942,-8.334,1,0.034,111.803,0.735
Black Magic Woman - Fleetwood Mac,blues,0.0563,0.552,0.443,0.000173,9,0.0864,-9.113,0,0.0453,129.888,0.543
Life By The Drop - Pickin' On Series,blues,0.696,0.611,0.28,0.107,9,0.122,-12.214,1,0.0296,113.898,0.438
A Sunday Kind Of Love - Etta James,blues,0.829,0.421,0.285,1.55e-06,2,0.233,-9.43,0,0.0293,85.861,0.402
I'll Drown In My Tears - Dinah Washington,blues,0.888,0.49,0.147,5.09e-05,3,0.0938,-12.322,1,0.034,145.166,0.332
Ain't No Sunshine (feat. Jasmine Pace) - Dubdogz,blues,0.0771,0.714,0.851,0.000174,2,0.867,-4.998,1,0.0527,125.953,0.455
Be Careful With a Fool - Johnny Winter,blues,0.282,0.294,0.736,0.0418,7,0.102,-7.961,0,0.151,208.576,0.753
Hoochie Coochie Man - Live - Muddy Waters,blues,0.26,0.354,0.701,5.49e-05,2,0.753,-6.42,0,0.0524,181.562,0.661
Going Up The Country - Canned Heat,blues,0.806,0.653,0.239,0.0146,5,0.132,-18.54,0,0.0453,80.392,0.765
Born To Play Guitar - Buddy Guy,blues,0.768,0.479,0.423,0.000305,2,0.294,-7.714,1,0.0694,169.527,0.4
Blue And Lonesome - Single Version - Little Walter,blues,0.939,0.498,0.544,0.00181,2,0.212,-9.892,0,0.064,68.964,0.757
Ghetto Woman - B.B. King,blues,0.574,0.628,0.426,0.261,7,0.148,-11.909,0,0.03,80.178,0.627
You'll Never Leave Harlan Alive - Brad Paisley,blues,0.468,0.544,0.301,0.0,2,0.127,-11.091,0,0.0352,73.322,0.226
Dengue Woman Blues - Jimmie Vaughan,blues,0.33,0.393,0.358,0.0313,5,0.12,-9.598,0,0.0471,180.075,0.598
Flesh & Bone (Dedicated to B.B. King) (with Van Morrison) - Buddy Guy,blues,0.729,0.406,0.55,0.00647,7,0.101,-4.837,1,0.0286,141.324,0.241
Groove Me - King Floyd,blues,0.26,0.908,0.421,0.00065,11,0.0805,-9.382,1,0.0648,102.977,0.861
One Less Cross to Bear - Live Version - Joe Bonamassa,blues,0.00152,0.47,0.953,0.0475,11,0.807,-3.604,1,0.0909,91.57,0.662
Going Down - Freddie King,blues,0.0339,0.565,0.526,0.000119,0,0.11,-11.352,1,0.0365,167.936,0.637
Wolf Den - Danielle Nicole,blues,0.0987,0.834,0.479,0.0118,11,0.0738,-9.839,0,0.0372,100.159,0.65
Slow Train (Live) - Joe Bonamassa,blues,0.0767,0.426,0.704,0.292,11,0.984,-8.307,1,0.0472,169.929,0.384
I Just Want To Make Love To You - Single Version - Etta James,blues,0.772,0.642,0.523,3.26e-06,3,0.527,-8.579,1,0.11,101.635,0.654
"I'd Rather Go Blind - Beth Hart, Joe Bonamassa",blues,0.306,0.433,0.599,0.000333,9,0.201,-7.337,1,0.0312,112.759,0.349
Mustang Sally (feat. Jeff Beck) - Buddy Guy,blues,0.0412,0.613,0.934,0.000308,0,0.0882,-3.711,1,0.0342,107.274,0.776
Ride Captain Ride - Single Version - Blues Image,blues,0.198,0.533,0.608,0.00171,7,0.156,-11.282,1,0.0443,125.513,0.648
"Butcher Pete, Pt. 2 - Roy Brown",blues,0.845,0.683,0.64,0.0,3,0.311,-7.443,0,0.0886,90.229,0.943
